Column1,ID,Year,h,K,M,Y
4149,139,179,1,646.8661,324.3674,722.2602
4150,139,180,1,614.5228,493.2624,1332.205
4151,139,181,1,583.7967,1052.222,2109.392
4152,139,182,1,555.879,3447.755,6177.951
4153,139,183,1,1718.606,2505.433,2858.372
4154,139,184,1,1632.676,3478.753,6169.732
4155,139,185,1,1551.042,1698.402,3424.003
4156,139,186,1,1473.49,1244.52,1713.293
4157,139,187,1,1399.815,1835.016,3424.739
4158,139,188,1,1329.825,929.5857,1362.552
4159,139,189,1,1263.333,1537.292,3123.681
4160,139,190,1,1200.167,972.5538,1363.108
4161,139,191,1,1140.158,913.6369,1005.932
4162,139,192,1,1083.151,1275.278,1575.135
4163,139,193,1,1028.993,1062.898,1467.131
4164,139,194,1,977.5433,1593.777,2362.903
4165,139,195,1,928.6661,1174.233,1545.043
4166,139,196,1,882.2328,1488.464,2327.508
4167,139,197,1,838.1212,1394.231,2580.666
4168,139,198,1,796.2151,2315.514,2359.827
4169,139,199,1,961.0172,2259.259,5038.961
4170,139,200,1,936.9291,1728.68,2804.857
4171,140,171,3,26.5032,53.97696,58.80792
4172,140,172,3,23.85288,52.56343,73.08297
4173,140,173,3,21.58979,34.71027,57.49229
4174,140,174,3,19.43081,47.21155,73.33597
4175,140,175,3,18.62678,34.13419,45.15764
4176,140,176,3,16.851,19.25549,33.43035
4177,140,177,3,15.1659,10.7711,21.01724
4178,140,178,3,13.64931,5.242269,7.535532
4179,140,179,3,12.28438,6.352034,8.588902
4180,140,180,3,11.05594,3.859589,8.145918
4181,140,181,3,9.950348,7.132583,15.18422
4182,140,182,3,8.955313,12.25366,14.25108
4183,140,183,3,8.059781,5.613051,10.62039
4184,140,184,3,7.253803,8.493015,15.04101
4185,140,185,3,6.528423,7.995468,11.91513
4186,140,186,3,5.875581,7.503607,17.32123
4187,140,187,3,5.288023,7.182443,8.285826
4188,140,188,3,4.75922,5.86352,8.597314
4189,140,189,3,4.283298,3.915197,5.943329
4190,140,190,3,3.854969,10.23682,12.48382
4191,140,191,3,5.730133,21.39373,39.23102
4192,140,192,3,18.19444,36.94425,33.98035
4193,140,193,3,16.78153,62.59058,132.4545
4194,140,194,3,30.90933,58.3424,85.73174
4195,140,195,3,27.8184,85.59986,138.2735
4196,140,196,3,30.01847,37.89101,70.71954
4197,140,197,3,27.01662,17.05336,21.02721
4198,140,198,3,24.31496,20.30623,24.67429
4199,140,199,3,21.88346,33.3079,44.27101
4200,140,200,3,19.69512,39.03825,63.14585
4201,141,171,3,55.35308,73.31779,99.0899
4202,141,172,3,49.81777,33.44417,57.98123
4203,141,173,3,44.83599,32.80328,66.37113
4204,141,174,3,40.35239,180.5589,295.1584
4205,141,175,3,71.25913,230.8034,278.5936
4206,141,176,3,66.68336,515.3449,620.8124
4207,141,177,3,359.401,1013.989,1400.512
4208,141,178,3,323.4609,623.5975,691.8683
4209,141,179,3,291.1148,407.8637,466.6809
4210,141,180,3,262.0033,201.3043,257.3234
4211,141,181,3,235.803,166.7164,438.5369
4212,141,182,3,212.2227,294.9218,304.3163
4213,141,183,3,191.0004,221.7577,453.8856
4214,141,184,3,171.9004,130.3863,160.1475
4215,141,185,3,154.7103,45.46624,67.29942
4216,141,186,3,139.2393,33.00522,71.41943
4217,141,187,3,125.3154,32.87567,37.27545
4218,141,188,3,112.7838,50.34301,87.44633
4219,141,189,3,101.5055,26.77078,30.18156
4220,141,190,3,91.35491,16.20578,26.61105
4221,141,191,3,82.21942,32.88969,58.12099
4222,141,192,3,73.99748,30.09649,45.7063
4223,141,193,3,66.59773,34.4186,63.3732
4224,141,194,3,59.93796,34.10872,81.83633
4225,141,195,3,53.94416,50.09931,89.60039
4226,141,196,3,48.54975,22.32925,21.69827
4227,141,197,3,43.69477,35.63778,77.28254
4228,141,198,3,39.32529,32.54225,40.02837
4229,141,199,3,35.39277,26.11364,37.27836
4230,141,200,3,31.85349,50.26817,98.48768
4231,142,171,1,1349.813,1071.85,1123.823
4232,142,172,1,1282.323,689.53,877.9065
4233,142,173,1,1218.206,1022.065,1810.241
4234,142,174,1,1157.296,1651.471,2484.092
4235,142,175,1,1099.431,1503.924,1551.948
4236,142,176,1,1044.46,1045.338,1048.26
4237,142,177,1,992.2367,564.445,981.3809
4238,142,178,1,942.6248,937.3898,1759.834
4239,142,179,1,895.4936,3281.469,5742.076
4240,142,180,1,1406.424,1598.596,2211.877
4241,142,181,1,1336.103,872.8746,1631.68
4242,142,182,1,1269.298,1428.494,2146.804
4243,142,183,1,1205.833,2472.167,2675.531
4244,142,184,1,1150.248,2867.554,2500.997
4245,142,185,1,1124.499,1486.422,1962.65
4246,142,186,1,1068.274,1012.241,1237.347
4247,142,187,1,1014.861,2165.736,2399.851
4248,142,188,1,969.2568,2987.625,3001.366
4249,142,189,1,968.1395,1728.942,4127.8
4250,142,190,1,919.7325,2796.201,5356.655
4251,142,191,1,961.056,5999.982,7865.395
4252,142,192,1,2401.324,6000.0,11986.3
4253,142,193,1,2281.258,2317.728,2473.728
4254,142,194,1,2167.196,4827.854,8072.224
4255,142,195,1,2058.836,4891.508,6387.196
4256,142,196,1,1955.894,6000.0,11765.3
4257,142,197,1,2211.635,6000.0,12152.44
4258,142,198,1,2401.29,5999.987,9853.319
4259,142,199,1,2281.229,5985.862,12110.18
4260,142,200,1,2177.508,4629.709,7449.286
4261,143,171,3,53.82075,51.36037,74.96845
4262,143,172,3,48.43867,28.33464,55.99842
4263,143,173,3,43.5948,12.5537,24.84444
4264,143,174,3,39.23532,11.09809,16.80798
4265,143,175,3,35.31179,10.60791,40.00277
4266,143,176,3,31.78061,9.86543,18.3883
4267,143,177,3,28.60255,16.19408,47.78144
4268,143,178,3,25.7423,24.15137,43.25076
4269,143,179,3,23.16807,27.81796,31.27034
4270,143,180,3,20.85126,24.28046,20.66835
4271,143,181,3,18.76613,14.90593,21.17805
4272,143,182,3,16.88952,19.21209,37.30719
4273,143,183,3,15.20057,12.24902,10.41284
4274,143,184,3,13.68051,7.709885,13.11203
4275,143,185,3,12.31246,11.62072,17.05876
4276,143,186,3,11.08121,10.55152,20.18843
4277,143,187,3,9.973093,15.82723,13.78532
4278,143,188,3,8.975784,16.42929,21.97924
4279,143,189,3,8.143296,16.02435,18.62752
4280,143,190,3,7.495985,30.62623,38.8434
4281,143,191,3,23.93133,46.96926,65.93281
4282,143,192,3,21.59994,145.4102,263.0601
4283,143,193,3,117.4321,317.64,567.2632
4284,143,194,3,105.6889,1358.806,2891.065
4285,143,195,3,961.061,6000.0,7714.015
4286,143,196,3,961.061,3112.708,4100.813
4287,143,197,3,864.9549,1415.454,1684.355
4288,143,198,3,778.4594,899.8926,1598.742
4289,143,199,3,700.6135,698.4871,1222.337
4290,143,200,3,630.5521,529.6112,660.9503
4291,144,171,1,1955.888,1912.117,2493.587
4292,144,172,1,1858.093,942.8155,1056.129
4293,144,173,1,1765.189,1954.286,2211.298
4294,144,174,1,1676.929,841.8162,1693.843
4295,144,175,1,1593.083,878.3929,1186.616
4296,144,176,1,1513.429,589.2264,943.5431
4297,144,177,1,1437.757,1503.596,2412.294
4298,144,178,1,1365.869,1644.063,2052.569
4299,144,179,1,1297.576,1629.391,3515.671
4300,144,180,1,1232.697,659.4818,921.9338
4301,144,181,1,1171.062,546.0807,594.8478
4302,144,182,1,1112.509,125.61,203.0851
4303,144,183,1,1056.884,239.3998,416.019
4304,144,184,1,1004.039,237.2537,491.1534
4305,144,185,1,953.8375,86.29427,252.0953
4306,144,186,1,906.1456,450.5742,885.4127
4307,144,187,1,860.8384,358.5096,451.2681
4308,144,188,1,817.7964,618.4252,1440.177
4309,144,189,1,776.9066,630.6442,684.2667
4310,144,190,1,738.0613,428.7632,850.5836
4311,144,191,1,701.1582,200.8542,586.1293
4312,144,192,1,666.1003,331.1694,434.0533
4313,144,193,1,632.7953,250.427,323.2961
4314,144,194,1,601.1555,476.1804,930.4952
4315,144,195,1,571.0978,306.0703,293.8042
4316,144,196,1,542.5428,153.8372,278.04
4317,144,197,1,515.4157,182.9869,284.1842
4318,144,198,1,489.6449,188.6733,313.5179
4319,144,199,1,465.1627,333.9973,344.8284
4320,144,200,1,441.9045,590.0993,842.0392
4321,145,171,5,27.01278,86.64046,98.46803
4322,145,172,5,22.96086,150.9305,409.5092
4323,145,173,5,46.31351,247.1633,411.8496
4324,145,174,5,48.77956,353.3743,291.3405
4325,145,175,5,96.61251,595.0434,861.5079
4326,145,176,5,104.4065,849.9568,1129.917
4327,145,177,5,153.9407,462.8924,681.603
4328,145,178,5,130.8496,443.7929,959.6603
4329,145,179,5,111.2222,513.4022,712.1404
4330,145,180,5,94.53883,549.6196,996.3013
4331,145,181,5,93.71099,481.2284,1340.029
4332,145,182,5,82.41444,154.9641,230.9809
4333,145,183,5,70.05227,170.3684,307.9349
4334,145,184,5,59.54443,112.4525,191.614
4335,145,185,5,50.61276,51.84,56.95577
4336,145,186,5,43.02085,28.65383,39.76173
4337,145,187,5,36.56772,91.45056,134.5334
4338,145,188,5,31.08256,87.72115,76.24277
4339,145,189,5,26.42018,68.21731,98.70975
4340,145,190,5,22.45715,38.23695,54.12117
4341,145,191,5,19.08858,37.98574,120.9823
4342,145,192,5,16.22529,31.32926,55.97216
4343,145,193,5,13.7915,19.52189,26.89574
4344,145,194,5,11.72277,31.77911,35.40495
4345,145,195,5,9.964358,26.61477,31.84293
4346,145,196,5,8.469704,32.60115,52.96684
4347,145,197,5,9.398135,9.96906,18.11608
4348,145,198,5,7.988414,18.243,14.36353
4349,145,199,5,6.790152,11.65574,19.80739
4350,145,200,5,5.771629,10.65827,12.82592
4351,146,171,5,282.9961,1059.294,1404.15
4352,146,172,5,240.5467,1285.59,2104.725
4353,146,173,5,205.0382,1017.72,1351.741
4354,146,174,5,175.733,1702.028,4781.235
4355,146,175,5,384.6328,3431.34,4638.736
4356,146,176,5,384.6364,2093.457,2695.238
4357,146,177,5,326.9409,3039.61,5375.111
4358,146,178,5,384.637,1505.717,2356.489
4359,146,179,5,326.9414,424.3749,492.0763
4360,146,180,5,277.9002,1175.278,1546.307
4361,146,181,5,236.2152,1677.066,3325.873
4362,146,182,5,222.8722,385.4709,499.9825
4363,146,183,5,189.4414,97.30513,109.7772
4364,146,184,5,161.0252,95.06088,186.9457
4365,146,185,5,136.8714,81.08028,78.12012
4366,146,186,5,116.3407,66.84029,139.9301
4367,146,187,5,98.88959,86.00271,134.3565
4368,146,188,5,84.05615,79.70998,113.9905
4369,146,189,5,71.44772,137.1428,212.0515
4370,146,190,5,60.73057,54.30728,72.57826
4371,146,191,5,51.62098,56.29006,81.91622
4372,146,192,5,43.87783,196.5839,307.2401
4373,146,193,5,39.05794,157.3498,188.2082
4374,146,194,5,33.19925,75.84211,159.4115
4375,146,195,5,28.21936,60.11863,101.8303
4376,146,196,5,23.98646,71.73435,155.5433
4377,146,197,5,20.38849,52.81669,62.10554
4378,146,198,5,17.33022,21.0232,29.05176
4379,146,199,5,14.73068,12.04656,21.70272
4380,146,200,5,12.52108,9.256492,14.75834
4381,147,171,2,602.0008,314.7982,454.5698
4382,147,172,2,556.8508,112.0567,84.59055
4383,147,173,2,515.087,254.7435,474.5256
4384,147,174,2,476.4554,188.1951,256.0808
4385,147,175,2,440.7213,119.3544,111.9832
4386,147,176,2,407.6672,202.3955,426.6525
4387,147,177,2,377.0921,339.7319,542.1788
4388,147,178,2,348.8102,580.1878,626.2405
4389,147,179,2,322.6494,490.1355,664.5005
4390,147,180,2,298.4507,657.89,1622.854
4391,147,181,2,276.067,1287.009,1835.271
4392,147,182,2,443.7368,1753.958,4403.738
4393,147,183,2,450.8571,826.4891,1392.446
4394,147,184,2,417.0428,1719.834,2535.325
4395,147,185,2,456.3351,915.0662,780.9497
4396,147,186,2,422.1099,1042.953,1406.267
4397,147,187,2,390.4517,488.1885,594.5056
4398,147,188,2,361.1678,538.2433,538.5953
4399,147,189,2,334.0802,294.5929,507.6198
4400,147,190,2,309.0242,280.1444,298.7484
4401,147,191,2,285.8474,242.9647,330.9551
4402,147,192,2,264.4088,215.9804,500.9009
4403,147,193,2,244.5782,202.6594,292.4366
4404,147,194,2,226.2348,94.88057,176.7809
4405,147,195,2,209.2672,205.4906,282.1176
4406,147,196,2,193.5722,311.0187,300.3094
4407,147,197,2,179.0542,202.1321,303.4917
4408,147,198,2,165.6252,80.82081,153.0527
4409,147,199,2,153.2033,164.9035,241.6991
4410,147,200,2,141.713,193.0728,308.1888
4411,148,171,4,51.64592,253.7401,412.4329
4412,148,172,4,63.93866,609.3917,820.8281
4413,148,173,4,246.1815,522.1363,966.7855
4414,148,174,4,215.4088,452.3156,557.7122
4415,148,175,4,188.4827,532.3583,922.1635
4416,148,176,4,164.9224,557.3663,1031.335
4417,148,177,4,144.3071,346.3599,559.0996
4418,148,178,4,126.2687,932.5153,1013.63
4419,148,179,4,243.3324,740.6511,1234.277
4420,148,180,4,212.9159,374.3452,499.4225
4421,148,181,4,186.3014,374.4462,352.2471
4422,148,182,4,163.0137,522.5439,1058.378
4423,148,183,4,142.637,120.535,251.473
4424,148,184,4,124.8074,157.524,152.9705
4425,148,185,4,109.2065,100.5144,99.75141
4426,148,186,4,95.55565,66.11462,101.7058
4427,148,187,4,83.61119,66.20512,88.13998
4428,148,188,4,73.15979,17.27285,21.37719
4429,148,189,4,64.01482,28.49603,61.34589
4430,148,190,4,56.01297,46.02623,98.27222
4431,148,191,4,49.01134,142.8336,331.0305
4432,148,192,4,42.88493,97.57578,178.2492
4433,148,193,4,37.52431,100.5123,136.3339
4434,148,194,4,32.84966,72.82384,97.18325
4435,148,195,4,28.74345,62.5396,132.5397
4436,148,196,4,25.15052,91.90225,154.1965
4437,148,197,4,24.40972,54.51842,111.2017
4438,148,198,4,21.3585,18.04475,22.35572
4439,148,199,4,18.68869,10.68228,22.51581
4440,148,200,4,16.35261,7.198322,11.74936
4441,149,171,2,90.34979,16.06058,16.56906
4442,149,172,2,83.57355,24.14505,54.09007
4443,149,173,2,77.30554,39.33318,52.24305
4444,149,174,2,71.50762,28.88082,46.197
4445,149,175,2,66.14455,38.33304,62.36705
4446,149,176,2,61.18371,60.77547,100.9241
4447,149,177,2,56.59493,56.86486,91.6107
4448,149,178,2,52.35031,99.80031,246.9188
4449,149,179,2,50.62965,102.5629,153.3295
4450,149,180,2,51.83274,115.5792,223.6025
4451,149,181,2,57.55043,145.5258,197.4746
4452,149,182,2,71.6234,225.8336,489.6245
4453,149,183,2,123.0805,354.8209,711.1581
4454,149,184,2,144.5162,224.5707,494.2323
4455,149,185,2,133.6775,235.5584,347.6459
4456,149,186,2,123.6517,71.48265,95.7235
4457,149,187,2,114.3778,62.49881,68.96323
4458,149,188,2,105.7995,244.1402,355.8397
4459,149,189,2,101.6954,230.2763,380.2908
4460,149,190,2,97.37544,168.4471,391.5246
4461,149,191,2,90.07291,271.9824,447.3404
4462,149,192,2,127.9976,437.5148,704.3914
4463,149,193,2,203.1428,223.4655,315.8023
4464,149,194,2,187.907,112.3315,179.3518
4465,149,195,2,173.814,76.7877,110.4419
4466,149,196,2,160.778,80.61585,82.29417
4467,149,197,2,148.7196,97.96845,131.4797
4468,149,198,2,137.5656,87.1951,93.25429
4469,149,199,2,127.2482,63.031,140.0678
4470,149,200,2,117.7046,150.4987,194.1276
4471,150,171,2,1519.143,5877.522,9529.738
4472,150,172,2,1405.208,5838.183,10782.65
4473,150,173,2,1314.535,5366.182,7643.747
4474,150,174,2,1242.368,4504.07,7999.511
4475,150,175,2,1160.049,2663.582,3785.835
4476,150,176,2,1073.046,1012.67,1770.808
4477,150,177,2,992.5673,530.5794,845.206
4478,150,178,2,918.1248,590.5233,934.611
4479,150,179,2,849.2654,362.3589,470.4289
4480,150,180,2,785.5705,382.8199,469.2324
4481,150,181,2,726.6527,564.9665,990.5128
4482,150,182,2,672.1537,349.2878,565.6191
4483,150,183,2,621.7422,498.782,949.2262
4484,150,184,2,575.1116,256.1848,392.5185
4485,150,185,2,531.9782,405.5193,266.8272
4486,150,186,2,492.0798,784.6462,1268.657
4487,150,187,2,455.1739,395.0626,670.7593
4488,150,188,2,421.0358,794.6443,1594.985
4489,150,189,2,389.4581,816.6278,1757.012
4490,150,190,2,360.2487,464.9549,775.0745
4491,150,191,2,333.2301,528.2612,790.8165
4492,150,192,2,308.2379,504.1793,968.2551
4493,150,193,2,285.12,1350.634,2640.888
4494,150,194,2,475.644,1448.093,2341.175
4495,150,195,2,454.0839,1927.577,2474.139
4496,150,196,2,530.5941,4294.357,6378.292
4497,150,197,2,1519.148,4893.727,4768.029
4498,150,198,2,1405.212,4025.574,7729.495
4499,150,199,2,1299.821,3862.993,6285.125
4500,150,200,2,1202.334,1823.95,2105.734
4501,151,171,2,303.7986,551.0262,1144.699
4502,151,172,2,281.0137,593.658,830.4213
4503,151,173,2,259.9376,206.2938,367.2703
4504,151,174,2,240.4423,156.3809,278.8977
4505,151,175,2,222.4091,397.2201,650.6193
4506,151,176,2,205.7285,119.5106,205.6831
4507,151,177,2,190.2988,52.61117,88.29416
4508,151,178,2,176.0264,41.82009,54.74094
4509,151,179,2,162.8244,40.8279,67.21483
4510,151,180,2,150.6126,30.24667,42.92136
4511,151,181,2,139.3167,91.55687,108.9631
4512,151,182,2,128.8679,75.06358,88.72985
4513,151,183,2,119.2028,167.8748,352.7883
4514,151,184,2,110.2626,154.9697,460.6391
4515,151,185,2,101.9929,109.8081,115.6653
4516,151,186,2,94.34344,206.0867,317.1553
4517,151,187,2,90.26093,384.1783,831.9775
4518,151,188,2,261.5383,540.6102,946.306
4519,151,189,2,241.9229,855.8693,785.8449
4520,151,190,2,324.8064,349.8186,458.1831
4521,151,191,2,300.4459,711.5791,1247.888
4522,151,192,2,277.9909,883.327,874.6669
4523,151,193,2,301.8941,316.0446,732.5676
4524,151,194,2,279.2521,346.3062,710.173
4525,151,195,2,258.3082,247.0755,295.8898
4526,151,196,2,238.9351,199.8278,356.2539
4527,151,197,2,221.0149,70.66523,111.2315
4528,151,198,2,204.4388,100.5717,142.3021
4529,151,199,2,189.1059,102.6257,114.354
4530,151,200,2,174.923,147.2428,247.3152
4531,152,171,4,12.67045,39.28067,53.58078
4532,152,172,4,13.12151,25.08606,39.54557
4533,152,173,4,11.48132,21.86048,21.16294
4534,152,174,4,10.04615,20.18484,25.88576
4535,152,175,4,8.790384,5.786723,7.904706
4536,152,176,4,7.691586,5.571661,8.686921
4537,152,177,4,6.730138,8.039066,13.83965
4538,152,178,4,5.888871,12.66204,24.05312
4539,152,179,4,5.19409,31.78748,46.86989
4540,152,180,4,26.19592,75.73572,120.2937
4541,152,181,4,22.92143,15.39848,32.05814
4542,152,182,4,20.05626,32.83387,53.26869
4543,152,183,4,17.54922,68.43456,125.9824
4544,152,184,4,22.05428,62.29419,107.9735
4545,152,185,4,19.67896,88.35799,134.5557
4546,152,186,4,30.17062,58.84642,111.3933
4547,152,187,4,26.39929,27.9215,58.4756
4548,152,188,4,23.09938,78.08368,126.5238
4549,152,189,4,22.19053,36.6075,60.55302
4550,152,190,4,19.41672,13.33504,19.67082
4551,152,191,4,16.98963,20.34464,39.85375
4552,152,192,4,14.86592,43.9311,49.78853
4553,152,193,4,14.13046,24.79282,53.14625
4554,152,194,4,12.36415,22.55795,48.04641
4555,152,195,4,10.81863,18.76563,38.17028
4556,152,196,4,9.466304,18.33866,37.3731
4557,152,197,4,8.283016,22.43811,25.90965
4558,152,198,4,7.443008,41.90841,61.0286
4559,152,199,4,27.25318,118.8018,226.4243
4560,152,200,4,34.59867,121.4816,171.63
4561,153,171,5,24.8561,33.18914,82.4242
4562,153,172,5,21.12768,45.02436,73.31845
4563,153,173,5,17.95853,25.95182,35.75108
4564,153,174,5,15.26475,24.80963,22.54702
4565,153,175,5,12.97504,17.22716,25.17622
4566,153,176,5,11.02878,4.758923,5.518508
4567,153,177,5,9.374466,6.444093,10.27391
4568,153,178,5,7.968296,2.933538,5.636955
4569,153,179,5,6.773051,4.097223,4.416197
4570,153,180,5,5.757094,7.396034,11.0017
4571,153,181,5,4.89353,7.954595,11.80218
4572,153,182,5,4.1595,5.461403,12.42776
4573,153,183,5,3.535575,2.204842,2.75112
4574,153,184,5,3.005239,1.551975,2.919047
4575,153,185,5,2.554453,3.648001,4.859683
4576,153,186,5,2.171285,5.741734,9.125898
4577,153,187,5,2.059983,4.842287,5.669635
4578,153,188,5,1.750985,4.567695,7.747575
4579,153,189,5,1.622555,4.783087,5.788306
4580,153,190,5,1.823046,3.33918,5.598605
4581,153,191,5,1.549589,4.98764,10.5032
4582,153,192,5,2.043326,4.64645,7.487965
4583,153,193,5,1.736827,5.82009,6.231522
4584,153,194,5,2.345002,9.861448,15.35102
4585,153,195,5,3.721789,15.92337,27.74858
4586,153,196,5,5.992247,87.30045,136.8056
4587,153,197,5,125.2772,317.5219,437.6719
4588,153,198,5,106.4857,202.7515,515.6918
4589,153,199,5,90.51281,502.8318,655.4739
4590,153,200,5,87.423,437.2527,1126.69
4591,154,171,3,19.92081,82.40739,117.7223
4592,154,172,3,40.65884,57.9085,64.51492
4593,154,173,3,36.59296,98.13788,127.4653
4594,154,174,3,33.53136,147.7034,246.2604
4595,154,175,3,61.35239,233.9706,320.1095
4596,154,176,3,64.80431,136.0588,187.9498
4597,154,177,3,58.32389,99.12075,129.4819
4598,154,178,3,52.4915,69.64874,119.5524
4599,154,179,3,47.24235,37.20881,33.68275
4600,154,180,3,42.51811,38.71977,58.73263
4601,154,181,3,38.2663,110.9616,251.7556
4602,154,182,3,36.1558,87.77716,157.9481
4603,154,183,3,32.85038,145.9439,189.5363
4604,154,184,3,61.68637,208.6102,267.5086
4605,154,185,3,58.92798,174.2392,186.6021
4606,154,186,3,53.4778,115.9942,368.9446
4607,154,187,3,48.13002,192.1542,205.2563
4608,154,188,3,62.10417,105.4549,158.7007
4609,154,189,3,55.89375,54.4528,81.76003
4610,154,190,3,50.30438,80.57292,79.68073
4611,154,191,3,45.27394,107.0574,126.9566
4612,154,192,3,40.74655,92.19968,231.1371
4613,154,193,3,36.67189,123.3454,220.8999
4614,154,194,3,38.58172,209.8181,328.0824
4615,154,195,3,104.2699,508.7705,690.7412
4616,154,196,3,154.8976,1665.787,2879.817
4617,154,197,3,773.9216,2744.665,4533.751
4618,154,198,3,696.5295,1391.488,2022.165
4619,154,199,3,626.8765,3917.502,3680.535
4620,154,200,3,621.7374,2504.624,2525.303
4621,155,171,3,86.98914,62.31311,80.51915
4622,155,172,3,78.29022,146.2688,252.185
4623,155,173,3,70.4612,210.9532,379.3093
4624,155,174,3,64.44773,152.7226,196.929
4625,155,175,3,58.00296,150.211,310.5349
4626,155,176,3,52.4468,339.6313,778.6502
4627,155,177,3,195.9853,770.297,1041.474
4628,155,178,3,183.2139,248.6988,470.8087
4629,155,179,3,164.8925,138.3306,208.2085
4630,155,180,3,148.4033,33.48338,85.47525
4631,155,181,3,133.563,27.31703,41.61761
4632,155,182,3,120.2067,22.15294,39.56705
4633,155,183,3,108.186,22.13279,36.33065
4634,155,184,3,97.3674,33.15326,55.31307
4635,155,185,3,87.63066,48.1962,143.6271
4636,155,186,3,78.86759,327.8263,448.4214
4637,155,187,3,93.56094,855.3018,1228.647
4638,155,188,3,478.7263,1678.703,4100.06
4639,155,189,3,430.8537,835.1116,1595.719
4640,155,190,3,387.7683,858.616,1109.655
4641,155,191,3,348.9915,1325.325,2327.704
4642,155,192,3,317.1859,818.6691,1770.627
4643,155,193,3,285.4673,333.6259,447.5505
